%:382	% 120:1	% 13:1	% 150:1	% 180:1	% 2:1	% 26:1	% 30:2	% 60:2	% 6\/2:1
% 90:2	% NULL:47	% a:4	% above:2	% according:2	% aim:1	% and:10	% as:1	% at:3	% before:2
% below:1	% black:1	% bond:2	% bonds:1	% boost:1	% britain:1	% by:2	% compared:2	% convertible:1	% decline:6
% default:1	% drop:8	% five:1	% for:1	% friday:2	% from:20	% gain:4	% germany:1	% goldman:1	% growth:2
% had:1	% have:1	% high:1	% higher:2	% however:1	% if:1	% in:32	% increase:8	% interest:5	% is:1
% issue:5	% its:1	% japan:1	% jump:3	% last:5	% loss:1	% low:1	% month-to-month:1	% more:2	% mr.:1
% near:1	% norway:1	% notes:1	% of:45	% offered:1	% on:6	% one:5	% or:2	% over:1	% partner:1
% plunge:1	% profit:1	% rate:2	% reduction:1	% reflecting:1	% reimburse:1	% return:3	% rise:3	% sales:1	% say:1
% securities:2	% senior:1	% share:1	% since:1	% six:3	% so:1	% stake:6	% standard:2	% subordinated:1	% switzerland:1
% the:2	% this:1	% three:4	% through:1	% to:42	% two:1	% up:1	% wage:1	% well:1	% were:1
% when:2	% while:4	% with:4	% year-to-year:1	&:80	& antiques:1	& associates:1	& banking:2	& barrow:1	& bradstreet:1
& clark:1	& co:10	& co.:29	& decker:1	& equity:1	& flom:1	& gamble:5	& health:1	& jenrette:1	& johnson:1
that shutting:1	that skepticism:1	that slackened:1	that slackening:1	that snafu:1	that snowballed:1	that soft-drink:1	that some:4	that spearheaded:1	that specialists:2
that specialize:1	that speedy:1	that stand:2	that started:1	that states:1	that stevens:1	that stocks:1	that stuff:1	that such:1	that suggests:1
that synchronize:1	that talks:2	that tempt:1	that the:73	that theory:1	that there:5	that they:8	that things:1	that third-quarter:1	that this:1
that threaten:1	that threw:1	that took:1	that touching:1	that traders:1	that trading:1	that triggered:1	that unidentified:1	that unlike:1	that unsafe:1
that upper-level:1	that upscale:1	that ushered:1	that usually:1	that viewers:1	that virtually:1	that wall:3	that was:6	that way:1	that we:5
that were:3	that west:1	that whatever:1	that when:1	that where:1	that while:2	that will:4	that wo:1	that world:2	that would:14
that yasuda:1	that year:1	thatcher:2	thatcher and:1	thatcher who:1	thay:4	thay đổi:3	thay đổi NULL:2	thay đổi theo:1	thay đổibộ:1
thay đổibộ tài:1	the:3827	the '70s:1	the 1:1	the 1,200-year-old:1	the 1,376:1	the 1,802,000:1	the 1.1:1	the 1.15:1	the 1.34:1
the 1.5:1	the 1.56:1	the 101-year-old:1	the 11:2	the 11,700:1	the 12:5	the 13-week:1	the 145:1	the 15-trader:2	the 188.5:1
the 19:1	the 19-member:1	the 19-to-$21:1	the 190.58-point:1	the 1950s:1	the 1960s:1	the 1967:1	the 1970s:1	the 1974:1	the 1987:12
the 1988:3	the 1990:1	the 1990s:2	the 2:3	the 200:1	the 25:1	the 26-week:1	the 28:1	the 283.7:1	the 3,000:1
the 3.1:1	the 30:1	the 30-day:1	the 30-minute:1	the 300-a-share:1	the 300-day:1	the 31-year-old:1	the 35-year-old:1	the 4:1	the 40-million-ton-a-year:1
the 416.3:1	the 45-year-old:1	the 49:1	the 49,000-plus:1	the 50:3	the 50-year-old:1	the 51-year-old:1	the 53:1	the 600:1	the 600-ship:1
the 7:2	the 76:1	the 76-story:1	the 77-year-old:1	the 8.3:1	the 80:1	the 800-line:1	the 90.6:1	the 900-interactive:1	the 9:30:1
the a:6	the a-6:1	the a-men:1	the ability:1	the aborted:1	the above:1	the absence:1	the accesory:1	the accompaniment:1	the accord:2
the account:1	the accounting:1	the acquiring:1	the acquisition:5	the acquisitions:1	the action:2	the actual:1	the ad:3	the additional:2	the administration:2
the admonition:1	the ads:1	the advance:1	the advertising:1	the african:1	the aftermath:1	the afternoon:3	the aftershock:1	the agency:10	the agreement:10
the ah-64:1	the air:5	the airline:1	the airline-acquisition:1	the airlines:2	the airplanes:1	the airport:3	the alabama:1	the ambition:1	the ambitious:1
the ambulance:1	the amendment:1	the american:6	the amex:1	the amount:2	the amr:2	the analyst:3	the announcement:1	the answer:2	the anti-debt:1
the anti-defense:1	the appeal:2	the applicable:1	the applied:1	the appointment:1	the appraisers:1	the appropriate:1	the appropriations:1	the approval:1	the arbitragers:2
the army:5	the arrow:1	the art:7	the artificial:1	the artist:2	the artworks:1	the as\/400:1	the ashtrays:1	the assets:4	the association:4
the assumption:1	the astringency:1	the atlantis:1	the atmosphere:2	the attorney:1	the auction:5	the audience:2	the august:3	the authenticity:1	the author:1
the authority:1	the auto:1	the auto-making:1	the avant-garde:1	the average:16	the ayatollah:1	the back:2	the background:2	the backlash:1	the backslapping:1
the bad:3	the bailout:5	the bakeries:1	the balance:2	the balanced-budget:2	the ball:1	the ballot:1	the balloting:1	the baltic:1	the baltimore:1
the ban:1	the bank:14	the banking:2	the banks:3	the bargaining:1	the barrett:2	the base:2	the basic:1	the basics:1	the basis:2
the bay:1	the beach:1	the beauty:1	the bedroom:1	the beginning:5	the beijing:1	the bellwether:1	the belt:1	the benchmark:3	the benefit:1
the berlitz:1	the besieged:2	the best:8	the best-of-seven:1	the better:1	the bid:4	the bidder:1	the bidding:1	the bids:1	the big:19
the biggest:9	the bill:12	the black:1	the black-and-white:1	the blame:1	the blood:1	the blue:2	the blue-chip:1	the blue-collar:1	the blues:1
the board:10	the boards:1	the boeings:1	the bond:3	the bond-equivalent:1	the bonds:1	the book:1	the books:1	the borrowers:1	the borrowings:1
the bottom:3	the boulder:1	the box:1	the box-office:1	the boys:1	the bread-and-butter:1	the brigade:1	the brim:1	the british:4	the broad:1
the broader:2	the brokerage:5	the brookings:1	the budget:2	the builders:1	the building:2	the bush:5	the business:7	the bustle:1	the butler:1
the buy-out:4	the buyer:1	the buying:1	the buyout:1	the c-5b:1	the cac:1	the california:2	the call:2	the caller:1	the calmness:1
the campaign:4	the campeau:1	the canadian:4	the canceled:1	the capability:1	the capacity:1	the capital-gains:1	the car:1	the caribbean:1	the carnage:2
the carriers:1	the cars:1	the carter:1	the case:5	the cassette:1	the castrol:1	the catching:1	the cboe:3	the ceiling:1	the cellular:1
the cement:1	the center:5	the centerpiece:1	the central:1	the centrust:1	the ceremonies:1	the cfcs:1	the cftc:5	the chain:4	the chair:2
the chairman:4	the chance:3	the chances:1	the change:1	the changes:1	the charge:2	the charlotte:1	the cheapest:1	the checkoff:1	the chicago:13
the chief:1	the china:1	the choices:1	the chords:1	the christic:1	the cincinnati:1	the citizens:1	the city:2	the claim:1	the clean:1
the cleaners:1	the cleveland:1	the clients:1	the climate:1	the close:8	the closely:3	the closer:1	the closet:1	the closing:1	the clothes:1
the coalition:2	the cold:1	the coliseum:1	the collapse:6	the collapsed:1	the collectability:1	the collection:5	the colnaghi:2	the color:2	the colors:1
the columbia:9	the combination:2	the combined:1	the comex:1	the coming:1	the commerce:4	the commercial:1	the commission:2	the committee:1	the commodities:1
the commodity:1	the common:3	the communications:1	the communist:1	the companies:3	the company:90	the comparable:1	the comparison:1	the competition:1	the competitive:1
the competitiveness:1	the complaints:1	the complex:2	the complicated:1	the comptroller:4	the computer:6	the computer-driven:1	the concept:1	the concern:4	the conditions:1
the conference:4	the consensus:1	the construction-oriented:1	the continental:2	the continuing:3	the contract:8	the contracting:1	the contracts:1	the contrary:1	the contras:1
the controversial:1	the convenience-food:1	the convention:1	the conversion:1	the conviction:1	the cornea:1	the corner:1	the cornflake-size:1	the cost:4	the cost-sharing:1
the costs:4	the council:2	the counsel:1	the countdown:1	the country:4	the coupon-equivalent:1	the course:1	the court:7	the crash:3	the creation:1
the credit:4	the creditors:1	the crest:1	the crew-rest:1	the critic:1	the crowded:1	the crowds:1	the crush:1	the cry:2	the cubs:1
the culture:1	the curbs:1	the currency:2	the current:8	the customer:1	the cutting:1	the cwa:1	the czechoslovakia:1	the daewoo:1	the daily:1
the dalai:3	the dallas:2	the damage:5	the damages:1	the danbury:1	the dark:1	the date:1	the dax:2	the day:33	the days:1
the deadbeats:1	the deadline:4	the deal:8	the deals:1	the death:1	the debt:2	the debut:1	the december:3	the decision:1	the decline:3
the defense:2	the defensive:1	the deficit:2	the definition:1	the delaware:1	the delivery:1	the delta:1	the department:2	the depressed:1	the derivative:1
the design:2	the designer:1	the destructive:1	the deterioration:1	the device:1	the difference:1	the digs:1	the dilutive:1	the director:1	the directors:1
the discontinued:1	the disk:1	the disk-drive:1	the dismissal:1	the dispute:1	the dispute-settlement:2	the dissenters:1	the divided:1	the dividend:1	the divine:1
the division:3	the djia:1	the dollar:10	the dollar-cost:1	the domestic:4	the doughnut:1	the dow:33	the downgrades:1	the downshoot:1	the downside:2
the drastic:1	the drive:1	the driver:1	the dust:1	the dutch:1	the dying:1	the e:1	the earlier:1	the early:2	the early-morning:1
the earnings:1	the earth:1	the east:3	the ec:4	the econobox:1	the economic:2	the economy:10	the edge:1	the effluent:1	the effort:2
the egyptian:3	the election:1	the elections:1	the electro-optics:1	the electronic:1	the electronics:1	the elephant:1	the elimination:1	the emergence:1	the emotional:1
the emperor:1	the employee:1	the end:14	the endangered:1	the endangered-species:1	the energy:2	the england:1	the english:1	the enormous:1	the ensuing:1
the entire:4	the environment:3	the environmental:1	the equipment:1	the equities:1	the equity:1	the estonian:1	the european:3	the evening:2	the events:1
the excess:1	the excesses:3	the exchange:9	the exchanges:4	the exclusive:1	the execution:1	the executive:3	the exemption:2	the expanded:1	the expansion:1
the expectation:1	the expense:1	the experience:1	the experts:2	the expiration:2	the expo:1	the export:1	the extension:1	the extent:3	the extraditions:1
the eye:1	the eye-catching:1	the eyes:2	the f-14:1	the face:1	the facilities:1	the fact:6	the failed:1	the failure:3	the fair:1
the fair-market:1	the fall:3	the fallout:1	the famous:1	the fan:3	the far:1	the fasb:4	the fashionable:1	the fast:1	the fast-food:1
the fastest:1	the fbi:1	the fda:1	the fdic:1	the federal:19	the fee:2	the feeling:1	the ferc:1	the fha:2	the field:1
the fifth:1	the fight:1	the figures:1	the film:2	the final:4	the finance:1	the financial:6	the financing:1	the firm:10	the firms:4
the first:48	the fiscal:6	the five:1	the five-game:1	the fixed:1	the flat-rolled:1	the fleet:1	the flight:2	the floor:1	the florida:1
the following:1	the food:3	the foodservice:1	the forces:1	the ford:1	the foreign-trade:1	the format:1	the former:3	the fossett:2	the fouling:1
the four-inch:1	the four-wheel-drive:1	the fourth:9	the fourth-biggest:2	the frankfurt:5	the free:1	the freedoms:1	the french:2	the friday:2	the front:1
the full:4	the full-year:1	the fully:1	the fund:2	the fundamentals:2	the funds:2	the future:5	the futures:5	the gain:2	the game:1
the gates:1	the gathering:1	the general:4	the genuinely:1	the georgian:1	the german:3	the ghost:2	the ghosts:3	the giants:5	the glass:1
the global:1	the globe:2	the gloria:1	the glossy:1	the gold:2	the good:3	the government:10	the grand:3	the great:3	the greater:1
the greater-fool:1	the greatest:3	the green:3	the greenhouse-effect:1	the grocery:1	the groove:1	the gross:2	the ground:2	the group:16	the growing:4
the growth:2	the guarantee:1	the gubernatorial:1	the guerrillas:1	the gulf:1	the guterman:2	the guy:4	the habit:1	the half:1	the half-way:1
the halts:1	the hand:1	the handling:1	the hang:1	the hard:1	the harder:1	the hardest:2	the hardware:1	the harsh:1	the hartford:1
the head:3	the headline:3	the headquarters:1	the heart:1	the heaviest:1	the heavy:2	the heels:2	the hell:1	the help:1	the high:3
the high-profit:1	the high-yield:3	the higher:2	the highest:3	the highland:1	the hill:1	the hit:1	the hog:1	the holder:2	the holding:1
the home:4	the hopes:1	the horizon:1	the horrendous:1	the hot:2	the hot-cold:1	the hotel:1	the hottest:1	the house:11	the hud:1
the huge:4	the hullabaloo:1	the human-rights:1	the huntsman:1	the hurdle:1	the hurricane:2	the hydro-quebec:1	the i860:1	the ibew:1	the iceberg:1
the idea:1	the impact:2	the imperial:1	the implication:1	the implications:1	the impression:1	the incident:1	the increase:3	the incursion:1	the index:9
the indian:2	the indicator:2	the individual:2	the indonesian:1	the industrial:4	the industry:13	the influence:1	the information:2	the infringement:1	the ingot:1
the initial:1	the initiative:7	the input:1	the instant:1	the institute:2	the institutions:2	the insurance:1	the insurrection:1	the intan:1	the integrity:1
the intelligence:1	the intensely:1	the intent:1	the interest:3	the intergovernmental:1	the interior:2	the internal:1	the international:1	the inventor:1	the investment:5
the investment-banking:1	the investor:3	the investors:1	the ipo:2	the irish:4	the irish-soviet:1	the issue:3	the issues:1	the italian:1	the japanese:1
the jeep-like:1	the jefferies:1	the job:1	the joint:1	the joke:1	the judge:3	the june:1	the junk:3	the junk-bond:1	the kafka:1
the key:2	the keyboard:1	the keys:2	the kit:1	the knight-ridder:1	the korean:4	the kremlin:1	the kuala:1	the label:1	the land:1
the landing:1	the landscape:1	the language:2	the lanier:1	the lapsed:1	the large:1	the largest:4	the last:6	the late:3	the latest:21
the latter:1	the latvian:1	the launch:1	the law:4	the lawyers:1	the lbo:2	the leader:1	the leaders:1	the leading:2	the league:1
the least:1	the leaves:1	the left-field:1	the legal:4	the legislation:4	the legitimacy:1	the legitimate:1	the lenders:1	the length:1	the less:1
the lesson:1	the letter:1	the level:1	the lexus:1	the libyan:2	the life:2	the lifting:1	the liftoff:2	the light:1	the limit:1
the lin:2	the linda:1	the line:2	the lines:1	the links:1	the liquidity:1	the list:2	the little:1	the lme:1	the loading:1
the loan:9	the loans:1	the lobbying:1	the local:3	the locutions:1	the london:10	the long:7	the long-distance:1	the long-term:1	the longer:1
the loom:1	the los:2	the loss:2	the losses:3	the lost:1	the lost-profits:1	the low:1	the lower:2	the lowest:2	the lowest-priced:1
the loyal:1	the lubricant:1	the lunch:1	the lunging:1	the luxury:1	the m2:1	the machinists:2	the magazine:11	the magistrate:1	the main:2
the maine:1	the major:11	the majority:2	the maker:1	the makro:1	the man:3	the management:1	the manhattan:1	the manpower:2	the manufacture:1
the manufacturer:1	the many:2	the march:3	the marines:2	the market:108	the marketplace:4	the markets:3	the martinsville:1	the marxist-dominated:1	the maryland:1
the mask:1	the massage:2	the massages:3	the matter:1	the maximum:1	the mayor:1	the mccaw:2	the mean:2	the measure:1	the media:2
the mediator:1	the medical:2	the medicis:1	the medium:1	the meeting:1	the member:1	the members:1	the membership:1	the merc:2	the merger:2
the message:1	the messages:2	the metal:2	the michael:1	the microcassette:1	the microprocessor:1	the mid-1990s:2	the middle:2	the midst:2	the mighty:1
the mild:1	the minimum:3	the ministry:1	the minor:1	the mississippi:1	the mist:1	the misuse:1	the mix:1	the mmi:3	the mode:1
the moment:4	the monday:2	the money:8	the monochrome:1	the monthly:1	the months:1	the more:8	the morning:6	the morris:1	the mortgage:1
the most:13	the move:4	the moves:2	the multibillion-dollar:1	the music:8	the mutual:2	the my:1	the nahb:7	the name:3	the namibian:1
the narrator:1	the nasdaq:2	the nation:14	the national:10	the natural:3	the nature:1	the navy:6	the ncnb:1	the near:2	the nearly:2
the necessary:1	the need:3	the negative:1	the negotiations:1	the netherlands:2	the network:1	the new:65	the newest:1	the newly:1	the news:3
the newsletter:1	the newspaper:1	the next:14	the night:3	the nikkei:6	the nine:8	the nine-month:1	the ninth:1	the no-smoking:1	the no.:1
the nobel:1	the normal:1	the north:1	the northern:1	the notion:1	the now:1	the now-defunct:1	the nrdc:1	the nuclear-powered:1	the nucor:1
the number:3	the numbers:2	the objective:1	the obvious:1	the oct.:1	the october:6	the odd-looking:1	the odds:1	the offer:14	the offering:6
the offerings:1	the offers:1	the office:3	the offices:2	the official:3	the officials:1	the oil:2	the oily:1	the old:4	the once-staid:1
the one:3	the ongoing:1	the only:8	the onset:1	the onslaught:1	the open:2	the opening:8	the operating:1	the operation:1	the operations:1
the operative:1	the operator:1	the opposite:1	the opposition:1	the option:3	the options:7	the order:3	the ordinary:1	the organ:1	the organization:3
the original:6	the originator:2	the orioles:1	the otc:2	the other:11	the others:2	the out:1	the outcome:1	the outlook:1	the outset:3
the over-the-counter:2	the overall:2	the oversight:1	the owl:1	the p\/e:1	the pacific:1	the package:1	the pact:2	the page:1	the pageant:1
the pain:1	the painting:6	the paintings:9	the panama:1	the panel:6	the paper:1	the parade:2	the parent:4	the paris:1	the parking:1
the participants:1	the partners:1	the partnership:2	the party:1	the past:19	the patent:1	the payment:2	the pendulum:1	the pension:1	the pentagon:4
the people:1	the peppy:1	the percent:1	the percentage:3	the percentages:1	the perception:1	the performance:4	the performer:1	the period:2	the perkin-elmer:1
the perkinelmer:1	the pernicious:1	the persian:2	the personal-computer:2	the petroleum:1	the philadelphia:1	the philadelphia-based:1	the phone:5	the phrase:1	the piano:3
the pico:3	the picocassette:1	the picture:2	the pictures:1	the pile:1	the piles:1	the pilot:1	the pilots:4	the pipeline:1	the pit:2
the pitfalls:1	the pittsburgh-based:1	the place:4	the placement:1	the plaintiff:1	the plaintiffs:1	the plan:4	the plane:1	the planned:1	the plans:2
the plastic:1	the plate:1	the players:3	the playoffs:1	the plots:1	the plunge:2	the plutonium-powered:1	the point:1	the polaroid:1	the poles:2
the pool:1	the poor:2	the popularity:1	the possibilities:1	the possibility:1	the possible:1	the possiblity:1	the potential:3	the powder:1	the power:3
the practice:2	the pre-trading:1	the pre-trial:1	the precious:1	the premium:1	the president:6	the press:1	the pressure:1	the pretax:1	the preti:2
the previous:10	the previously:1	the price:17	the prices:4	the pricing:1	the prime:1	the private:3	the problem:2	the problems:3	the proceeds:1
the process:3	the procession:1	the product:2	the production-sharing:1	the profession:1	the professional:1	the program:6	the programmers:1	the programs:1	the progress:1
the project:8	the promotion:1	the prop.:1	the proportion:1	the proposed:6	the pros:2	the provincially:1	the provision:2	the psyche:1	the public:5
the publisher:2	the publishing:1	the punchers:1	the purchase:8	the push:1	the qe:1	the quake:1	the quality:2	the quarter:13	the question:2
the questions:1	the quick:1	the quintessential:1	the quotes:1	the quotron:2	the quotrons:1	the r.h.:1	the rage:1	the rails:1	the rake:2
the rally:9	the range:1	the rapid:1	the rapidly:1	the rate:2	the ratification:1	the rating:2	the ratings:1	the rationale:1	the rdf:2
the reach:2	the real:4	the realistic:1	the reason:3	the reasonable:1	the recall:1	the recent:10	the recognition:1	the reconciliation:1	the record:3
